Text,Chapter_Name
"5 Displays the completion status of the gas flow rate/stability check or the initial value update. If the gas flow rate/ stability check ends abnormally, an error message displays.",Executing Auto Check
6 Displays the start time and end time of the gas flow rate/stability check.,Executing Auto Check
Function Buttons,Executing Auto Check
Close : Closes the  Gas flow Rate/Stability  screen. This screen can be closed during a gas flow rate/stability check without interfering with the checking operation.,Executing Auto Check
Execute :  Executes the gas flow rate/stability check (see page 208) .,Executing Auto Check
Stop : Stops the gas flow rate/stability check currently being performed.,Executing Auto Check
Renew Standard Value :  Saves the latest readings as initial value (see page 208) .,Executing Auto Check
Details of Result : Displays the detail screen of results of the gas flow rate/stability check.,Executing Auto Check
Executing the Gas Flow Rate/Stability Check,Executing Auto Check
Press  Gas Line  on the  Gas Flow Rate/Stability  screen and select the gas line to execute the gas flow rate/stability check.,Executing Auto Check
Press  Meas. Gas Setting  on the  Gas Flow Rate/Stability  screen and select the measurement gas setting used for the gas flow rate/stability check.,Executing Auto Check
"When  Auto Setting(N2)  or  Auto Setting(Process)  on the  Meas. Gas Setting  dialog is selected, the  Number Of Measurements  dialog is displayed.",Executing Auto Check
"Enter the number of measurements on the  Number Of Measurements  dialog, and press  OK .",Executing Auto Check
Press  Execute  on the right of the  Gas Flow Rate/Stability  screen to execute the gas flow rate/ stability check.,Executing Auto Check
Renewing the Initial Value of Gas Flow Rate/Stability Check,Executing Auto Check
Execute the gas flow rate/stability check (see page 208) .,Executing Auto Check
"After the gas flow rate/stability check, press  Renew Standard Value  on the right of the Gas Flow Rate/Stability  screen to renew the initial value.",Executing Auto Check
8.10 Operating the PCV 0 Point Screen,Executing Auto Check
"On this screen, you can operate the necessary functions to conduct a PCV 0 point pressure check.",Executing Auto Check
Display the  PCV 0 Point  screen from the group menu below.,Executing Auto Check
Mainte. → PM Auto Check → PM# → PCV 0 Point,Executing Auto Check
PCV 0 Point Screen,Executing Auto Check
No. Description,Executing Auto Check
1 Selects PCV ( Center PCV  or  Edge PCV ) to execute a PCV 0 point pressure check.,Executing Auto Check
2 Displays the status of the PCV 0 point pressure check currently being executed.,Executing Auto Check
3 Displays the status and set value of each item while the PCV 0 point pressure check is being executed.,Executing Auto Check
"4 Displays the completion status of the PCV 0 point pressure check or the initial value update. If the PCV 0 point pressure check ends abnormally, an error message displays.",Executing Auto Check
5 Displays the start time and end time of the PCV 0 point pressure check.,Executing Auto Check
Function Buttons,Executing Auto Check
Close : Closes the  PCV 0 Point  screen. The screen can be closed during a PCV 0 point pressure check without interfering with the checking operation.,Executing Auto Check
Execute :  Executes the PCV 0 point pressure check (see page 210) .,Executing Auto Check
Stop : Stops the PCV 0 point pressure check currently being performed.,Executing Auto Check
Renew Standard Value :  Saves the latest readings as initial value (see page 210) .,Executing Auto Check
Executing the PCV 0 Point Check,Executing Auto Check
Press  Select PCV  on the  PCV 0 Point  screen and select PCV ( Center PCV  or  Edge PCV ) to execute the PCV 0 point pressure check.,Executing Auto Check
Press  Execute  on the right of the  PCV 0 Point  screen to execute the PCV 0 point pressure check.,Executing Auto Check
Renewing the Initial Value of PCV 0 Point Pressure Check,Executing Auto Check
Executes the PCV 0 point pressure check (see page 210) .,Executing Auto Check
"After the PCV 0 point pressure check, press  Renew Standard Value  on the right of the PCV 0 Point  screen to renew the initial value.",Executing Auto Check
8.11 Operating the PCV Adjust 0 Point Screen,Executing Auto Check
"On this screen, you can operate the necessary functions to conduct a PCV 0 point adjustment.",Executing Auto Check
Display the  PCV Adjust 0 Point  screen from the group menu below.,Executing Auto Check
Mainte. → PM Auto Check → PM# → PCV Adjust 0 Point,Executing Auto Check
PCV Adjust 0 Point Screen,Executing Auto Check
No. Description,Executing Auto Check
1 Selects PCV ( Center PCV  or  Edge PCV ) to execute a PCV 0 point adjustment.,Executing Auto Check
2 Shows the status of the PCV 0 point adjustment currently being executed.,Executing Auto Check
3 Displays the status and set value of each item while the PCV 0 point adjustment is being executed.,Executing Auto Check
"4 Shows the completion status of the PCV 0 point adjustment. If the PCV 0 point adjustment completes with abnor-malities, an error message displays.",Executing Auto Check
5 Displays the start time and end time of the PCV 0 point adjustment.,Executing Auto Check
Function Buttons,Executing Auto Check
Close : Closes the  PCV Adjust 0 Point  screen. The screen can be closed during a PCV 0 point adjustment without interfering with the checking operation.,Executing Auto Check
Execute :  Executes the PCV 0 point adjustment (see page 212) .,Executing Auto Check
Stop : Stops the PCV 0 point adjustment currently being performed.,Executing Auto Check
Clear Accumulate : Clears all cumulative values of the correction value.,Executing Auto Check
Adjusting the 0 Point of the PCV,Executing Auto Check
Press  Select PCV  on the  PCV Adjust 0 Point  screen and select PCV ( Center PCV  or Edge PCV ) to execute the PCV zero point adjustment.,Executing Auto Check
Press  Execute  on the right of the  PCV Adjust 0 Point  screen to execute the PCV zero point adjustment.,Executing Auto Check
8.12 Operating the NPPC Adjust PCV Screen,Executing Auto Check
"On this screen, you can operate the necessary functions to conduct a NPPC PCV adjustment.",Executing Auto Check
Display the  NPPC Adjust PCV  screen from the group menu below.,Executing Auto Check
Mainte. → PM Auto Check → PM# → NPPC PCV Adjustment,Executing Auto Check
NPPC Adjust PCV Screen,Executing Auto Check
No. Description,Executing Auto Check
1 Shows the status of the NPPC PCV adjustment currently being executed.,Executing Auto Check
2 Displays the status and set value of each item while the NPPC PCV adjustment is being executed.,Executing Auto Check
"3 Shows the completion status of the NPPC PCV adjustment. If the NPPC PCV adjustment completes with abnor-malities, an error message displays.",Executing Auto Check
4 Displays the start time and end time of the NPPC PCV adjustment.,Executing Auto Check
change depending on your system parameter settings and operation level of the operator. Please take this into consideration.,Executing Auto Check
Function Buttons,Executing Auto Check
Close : Closes the  NPPC Adjust PCV  screen. The screen can be closed during a PCV 0 point adjustment without interfering with the checking operation.,Executing Auto Check
Execute :  Executes the NPPC PCV adjustment (see page 214) .,Executing Auto Check
Stop : Stops the NPPC PCV adjustment currently being performed.,Executing Auto Check
Renew Standard Value :  Renews the result of the NPPC PCV adjustment as standard value (see page 214) .,Executing Auto Check
